"network";"DRUG_ID";"Drug1";"Drug2";"SET";"clusters_all";"sigma.rate_all";"type";"clusters_set";"sigma.rate_set";"code_3letter1";"code_3letter2";"drug_cat";"drug_category1";"drug_category2";"categorycategory";"targ";"targeted_cellular_process1";"targeted_cellular_process2";"processprocess";"us";"use1";"use2";"useuse";"ebw";"ecr";"seo";"stm";"pae";"pau";"int_sign_ebw";"int_sign_ecr";"int_sign_seo";"int_sign_stm";"int_sign_pae";"int_sign_pau";"ebw_g";"ecr_g";"seo_g";"stm_g";"pae_g";"pau_g";"sum_g";"SR_ebw_D1";"SR_ecr_D1";"SR_stm_D1";"SR_seo_D1";"SR_pae_D1";"SR_pau_D1";"SR_ebw_D2";"SR_ecr_D2";"SR_stm_D2";"SR_seo_D2";"SR_pae_D2";"SR_pau_D2";"SR_ebw";"SR_ecr";"SR_stm";"SR_seo";"SR_pae";"SR_pau";"SR_score_ebw";"SR_score_ecr";"SR_score_stm";"SR_score_seo";"SR_score_pae";"SR_score_pau";"SR_score_total";"HDC_ebw_D1";"HDC_ecr_D1";"HDC_stm_D1";"HDC_seo_D1";"HDC_pae_D1";"HDC_pau_D1";"LF_ebw_D1";"LF_ecr_D1";"LF_stm_D1";"LF_seo_D1";"LF_pae_D1";"LF_pau_D1";"HDC_ebw_D2";"HDC_ecr_D2";"HDC_stm_D2";"HDC_seo_D2";"HDC_pae_D2";"HDC_pau_D2";"LF_ebw_D2";"LF_ecr_D2";"LF_stm_D2";"LF_seo_D2";"LF_pae_D2";"LF_pau_D2";"mean.path.length";"mean.k.edge";"mean.min.degree";"mean.max.degree";"mean.mean.degree";"max.adjacency";"mean.min.bet";"mean.max.bet";"mean.mean.bet";"mean.min.EVC";"mean.max.EVC";"mean.mean.EVC";"mean.sigma_all";"mean.sigma_set";"connection_onoff"
"Co-functional(EcoCyc)";"Amoxicillin-Piperacillin";"Amoxicillin";"Piperacillin";"TRUE";"14";"0,008";"Additivity-Antagonism-Synergy";"7";"0,009";"AMX";"PIP";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,185511961";"-0,293649022";"-0,473645304";"-0,594606308";"0,314074822";"0,081068472";"Synergy";"Synergy";"Synergy";"Synergy";"Antagonism";"Additivity";"-1";"-1";"-1";"-1";"1";"0";"-3";"S";"S";"R";"R";"R";"R";"R";"S";"S";"S";"S";"S";"SR";"SS";"RS";"RS";"RS";"RS";"0";"-1";"0";"0";"0";"0";"-1";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"1,000";"15,000";"15,000";"15,000";"15,000";"1";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,008";"0,009";"connected"
"Co-functional (EcoCyc/GO-BP)";"Amoxicillin-Piperacillin";"Amoxicillin";"Piperacillin";"TRUE";"14";"0,008";"Additivity-Antagonism-Synergy";"7";"0,009";"AMX";"PIP";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,185511961";"-0,293649022";"-0,473645304";"-0,594606308";"0,314074822";"0,081068472";"Synergy";"Synergy";"Synergy";"Synergy";"Antagonism";"Additivity";"-1";"-1";"-1";"-1";"1";"0";"-3";"S";"S";"R";"R";"R";"R";"R";"S";"S";"S";"S";"S";"SR";"SS";"RS";"RS";"RS";"RS";"0";"-1";"0";"0";"0";"0";"-1";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"1,067";"43,667";"45,000";"62,667";"53,833";"1";"11165,367";"28714,373";"19939,870";"0,019";"0,031";"0,025";"0,008";"0,009";"connected"
"Small/medium-scale PPI";"Amoxicillin-Rifampicin";"Amoxicillin";"Rifampicin";"TRUE";"1";"0,004";"Additivity-Antagonism";"1";"0,003";"AMX";"RIF";"0";"beta-lactam";"RNA polymerase";"beta-lactam-RNA polymerase";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,102283465";"0,201708819";"0,045657681";"0,030674652";"0,053311115";"-0,028703126";"Additivity";"Antagonism";"Additivity";"Additivity";"Additivity";"Additivity";"0";"1";"0";"0";"0";"0";"1";"S";"S";"R";"R";"R";"R";"S";"S";"S";"S";"S";"R";"SS";"SS";"RS";"RS";"RS";"RR";"-1";"-1";"0";"0";"0";"1";"-1";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"8,000";"8,000";"8,000";"8,000";"16,00";"20,00";"0,41";"0,00";"0,17";"0,00";"0,00";"0,87";"4,000";"2,200";"2,800";"6,300";"4,550";"0";"536,814";"3314,320";"1925,567";"0,044";"0,095";"0,070";"0,004";"0,003";"connected"
"Co-functional(EcoCyc)";"Amoxicillin-Sulfamonomethoxine";"Amoxicillin";"Sulfamonomethoxine";"FALSE";"9";"0,001";"Additivity";NA;NA;"AMX";"SMM";"0";"beta-lactam";"folic acid biosynthesis";"beta-lactam-folic acid biosynthesis";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,047994639";"-0,046296549";"-0,050586416";"-0,089903089";"-0,033508523";"-0,034663075";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"SR";"SR";"RR";"RR";"RR";"RR";"0";"0";"1";"1";"1";"1";"4";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"50,000";"50,000";"50,000";"50,000";"100,00";"100,00";"0,88";"0,88";"0,85";"0,88";"0,77";"0,81";"Inf";"0,000";"3,000";"15,000";"9,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,001";NA;"disconnected"
"Co-functional (EcoCyc/GO-BP)";"Amoxicillin-Sulfamonomethoxine";"Amoxicillin";"Sulfamonomethoxine";"FALSE";"9";"0,001";"Additivity";NA;NA;"AMX";"SMM";"0";"beta-lactam";"folic acid biosynthesis";"beta-lactam-folic acid biosynthesis";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,047994639";"-0,046296549";"-0,050586416";"-0,089903089";"-0,033508523";"-0,034663075";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"SR";"SR";"RR";"RR";"RR";"RR";"0";"0";"1";"1";"1";"1";"4";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"50,000";"50,000";"50,000";"50,000";"100,00";"100,00";"0,88";"0,88";"0,85";"0,88";"0,77";"0,81";"1,500";"21,000";"21,000";"53,833";"37,417";"1";"5024,920";"19939,870";"12482,395";"0,018";"0,027";"0,022";"0,001";NA;"connected"
"Co-functional(EcoCyc)";"Amoxicillin-Triclosan";"Amoxicillin";"Triclosan";"FALSE";"7";"0,002";"Additivity";NA;NA;"AMX";"TRI";"0";"beta-lactam";"other membrane";"beta-lactam-other membrane";"0";"cell wall";"membrane";"cell wall-membrane";"0";"antibiotic";"anti-infective";"anti-infective-antibiotic";"-0,120024590";"-0,112074375";"0,053588973";"-0,076335029";"0,030824085";"0,069918062";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"SR";"SR";"RR";"RR";"RR";"RR";"0";"0";"1";"1";"1";"1";"4";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"0,040";"0,040";"0,040";"0,040";"0,04";"0,04";"1,00";"1,00";"0,98";"1,00";"0,97";"0,99";"Inf";"0,000";"14,000";"15,000";"14,500";"0";"0,000";"6,470";"3,235";"0,000";"0,000";"0,000";"0,002";NA;"disconnected"
"Small/medium-scale PPI";"Amoxicillin-Triclosan";"Amoxicillin";"Triclosan";"FALSE";"7";"0,002";"Additivity";NA;NA;"AMX";"TRI";"0";"beta-lactam";"other membrane";"beta-lactam-other membrane";"0";"cell wall";"membrane";"cell wall-membrane";"0";"antibiotic";"anti-infective";"anti-infective-antibiotic";"-0,120024590";"-0,112074375";"0,053588973";"-0,076335029";"0,030824085";"0,069918062";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"SR";"SR";"RR";"RR";"RR";"RR";"0";"0";"1";"1";"1";"1";"4";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"0,040";"0,040";"0,040";"0,040";"0,04";"0,04";"1,00";"1,00";"0,98";"1,00";"0,97";"0,99";"4,400";"1,000";"1,000";"4,600";"2,800";"0";"0,000";"536,814";"268,407";"0,044";"0,090";"0,067";"0,002";NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"Amoxicillin-Triclosan";"Amoxicillin";"Triclosan";"FALSE";"7";"0,002";"Additivity";NA;NA;"AMX";"TRI";"0";"beta-lactam";"other membrane";"beta-lactam-other membrane";"0";"cell wall";"membrane";"cell wall-membrane";"0";"antibiotic";"anti-infective";"anti-infective-antibiotic";"-0,120024590";"-0,112074375";"0,053588973";"-0,076335029";"0,030824085";"0,069918062";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"R";"R";"R";"R";"R";"R";"R";"R";"R";"R";"SR";"SR";"RR";"RR";"RR";"RR";"0";"0";"1";"1";"1";"1";"4";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"0,040";"0,040";"0,040";"0,040";"0,04";"0,04";"1,00";"1,00";"0,98";"1,00";"0,97";"0,99";"2,500";"17,000";"17,000";"53,833";"35,417";"0";"1764,640";"19939,870";"10852,255";"0,000";"0,025";"0,013";"0,002";NA;"connected"
"Co-functional(EcoCyc)";"Amoxicillin-Trimethoprim";"Amoxicillin";"Trimethoprim";"TRUE";"10";"0,002";"Additivity-Synergy";"6";"0,003";"AMX";"TMP";"0";"beta-lactam";"folic acid biosynthesis";"beta-lactam-folic acid biosynthesis";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,168981691";"0,092046379";"0,115637791";"0,093074035";"-0,034292259";"-0,025290124";"Synergy";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"-1";"0";"0";"0";"0";"0";"-1";"S";"S";"R";"R";"R";"R";"S";"S";"S";"S";"R";"R";"SS";"SS";"RS";"RS";"RR";"RR";"-1";"-1";"0";"0";"1";"1";"0";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"0,500";"0,500";"0,500";"0,500";"1,00";"1,00";"0,49";"0,46";"0,53";"0,46";"0,83";"0,85";"Inf";"0,000";"14,000";"15,000";"14,500";"0";"0,000";"142,670";"71,335";"0,000";"0,020";"0,010";"0,002";"0,003";"disconnected"
"Co-functional (EcoCyc/GO-BP)";"Amoxicillin-Trimethoprim";"Amoxicillin";"Trimethoprim";"TRUE";"10";"0,002";"Additivity-Synergy";"6";"0,003";"AMX";"TMP";"0";"beta-lactam";"folic acid biosynthesis";"beta-lactam-folic acid biosynthesis";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,168981691";"0,092046379";"0,115637791";"0,093074035";"-0,034292259";"-0,025290124";"Synergy";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"-1";"0";"0";"0";"0";"0";"-1";"S";"S";"R";"R";"R";"R";"S";"S";"S";"S";"R";"R";"SS";"SS";"RS";"RS";"RR";"RR";"-1";"-1";"0";"0";"1";"1";"0";"2,000";"2,000";"0,300";"0,300";"4,00";"4,00";"0,45";"0,00";"0,84";"0,76";"0,89";"0,92";"0,500";"0,500";"0,500";"0,500";"1,00";"1,00";"0,49";"0,46";"0,53";"0,46";"0,83";"0,85";"1,500";"31,667";"32,000";"53,833";"42,917";"1";"14652,642";"29975,078";"22313,860";"0,025";"0,040";"0,032";"0,002";"0,003";"connected"
"Small/medium-scale PPI";"Aztreonam-Cefaclor";"Aztreonam";"Cefaclor";"TRUE";"14";"0,008";"Additivity-Synergy";"7";"0,009";"ATM";"CEC";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,601241705";"-0,540875146";"-0,457219817";"-0,371843254";"-0,051451170";"-0,050878550";"Synergy";"Synergy";"Synergy";"Synergy";"Additivity";"Additivity";"-1";"-1";"-1";"-1";"0";"0";"-4";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"R";"R";"SS";"SS";"SS";"SS";"SR";"SR";"-1";"-1";"-1";"-1";"0";"0";"-4";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"2,800";"1,600";"2,000";"7,200";"4,600";"1";"207,807";"865,821";"536,814";"0,027";"0,061";"0,044";"0,008";"0,009";"connected"
"Co-functional(EcoCyc)";"Aztreonam-Cefaclor";"Aztreonam";"Cefaclor";"TRUE";"14";"0,008";"Additivity-Synergy";"7";"0,009";"ATM";"CEC";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,601241705";"-0,540875146";"-0,457219817";"-0,371843254";"-0,051451170";"-0,050878550";"Synergy";"Synergy";"Synergy";"Synergy";"Additivity";"Additivity";"-1";"-1";"-1";"-1";"0";"0";"-4";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"R";"R";"SS";"SS";"SS";"SS";"SR";"SR";"-1";"-1";"-1";"-1";"0";"0";"-4";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"1,000";"15,000";"15,000";"15,000";"15,000";"1";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,008";"0,009";"connected"
"Co-functional (EcoCyc/GO-BP)";"Aztreonam-Cefaclor";"Aztreonam";"Cefaclor";"TRUE";"14";"0,008";"Additivity-Synergy";"7";"0,009";"ATM";"CEC";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,601241705";"-0,540875146";"-0,457219817";"-0,371843254";"-0,051451170";"-0,050878550";"Synergy";"Synergy";"Synergy";"Synergy";"Additivity";"Additivity";"-1";"-1";"-1";"-1";"0";"0";"-4";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"R";"R";"SS";"SS";"SS";"SS";"SR";"SR";"-1";"-1";"-1";"-1";"0";"0";"-4";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"1,067";"43,667";"45,000";"62,667";"53,833";"1";"11165,367";"28714,373";"19939,870";"0,019";"0,031";"0,025";"0,008";"0,009";"connected"
"Small/medium-scale PPI";"Aztreonam-Cefotaxime";"Aztreonam";"Cefotaxime";"TRUE";"14";"0,008";"Additivity-Synergy";"11";"0,002";"ATM";"CTX";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,155475145";"-0,336561517";"-0,026203610";"-0,115233669";"-0,090936121";"-0,072521974";"Additivity";"Synergy";"Additivity";"Additivity";"Additivity";"Additivity";"0";"-1";"0";"0";"0";"0";"-1";"S";"S";"S";"S";"S";"S";"S";"S";"R";"R";"S";"R";"SS";"SS";"SR";"SR";"SS";"SR";"-1";"-1";"0";"0";"-1";"0";"-3";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,010";"0,010";"0,010";"0,010";"5,00";"5,00";"0,57";"0,39";"0,71";"0,79";"0,00";"0,76";"2,800";"1,600";"2,000";"7,200";"4,600";"1";"207,807";"865,821";"536,814";"0,027";"0,061";"0,044";"0,008";"0,002";"connected"
"Co-functional(EcoCyc)";"Aztreonam-Cefotaxime";"Aztreonam";"Cefotaxime";"TRUE";"14";"0,008";"Additivity-Synergy";"11";"0,002";"ATM";"CTX";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,155475145";"-0,336561517";"-0,026203610";"-0,115233669";"-0,090936121";"-0,072521974";"Additivity";"Synergy";"Additivity";"Additivity";"Additivity";"Additivity";"0";"-1";"0";"0";"0";"0";"-1";"S";"S";"S";"S";"S";"S";"S";"S";"R";"R";"S";"R";"SS";"SS";"SR";"SR";"SS";"SR";"-1";"-1";"0";"0";"-1";"0";"-3";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,010";"0,010";"0,010";"0,010";"5,00";"5,00";"0,57";"0,39";"0,71";"0,79";"0,00";"0,76";"1,000";"15,000";"15,000";"15,000";"15,000";"1";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,008";"0,002";"connected"
"Co-functional (EcoCyc/GO-BP)";"Aztreonam-Cefotaxime";"Aztreonam";"Cefotaxime";"TRUE";"14";"0,008";"Additivity-Synergy";"11";"0,002";"ATM";"CTX";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,155475145";"-0,336561517";"-0,026203610";"-0,115233669";"-0,090936121";"-0,072521974";"Additivity";"Synergy";"Additivity";"Additivity";"Additivity";"Additivity";"0";"-1";"0";"0";"0";"0";"-1";"S";"S";"S";"S";"S";"S";"S";"S";"R";"R";"S";"R";"SS";"SS";"SR";"SR";"SS";"SR";"-1";"-1";"0";"0";"-1";"0";"-3";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,010";"0,010";"0,010";"0,010";"5,00";"5,00";"0,57";"0,39";"0,71";"0,79";"0,00";"0,76";"1,067";"43,667";"45,000";"62,667";"53,833";"1";"11165,367";"28714,373";"19939,870";"0,019";"0,031";"0,025";"0,008";"0,002";"connected"
"Small/medium-scale PPI";"Aztreonam-Cephalexin";"Aztreonam";"Cephalexin";"FALSE";"11";"0,001";"Additivity";NA;NA;"ATM";"LEX";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,044439867";"-0,055188978";"0,046077656";"0,032785285";"0,108489495";"0,040785989";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"S";"S";"R";"R";"R";"R";"R";"R";"SR";"SR";"SR";"SR";"SR";"SR";"0";"0";"0";"0";"0";"0";"0";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"2,800";"1,600";"2,000";"7,200";"4,600";"1";"207,807";"865,821";"536,814";"0,027";"0,061";"0,044";"0,001";NA;"connected"
"Co-functional(EcoCyc)";"Aztreonam-Cephalexin";"Aztreonam";"Cephalexin";"FALSE";"11";"0,001";"Additivity";NA;NA;"ATM";"LEX";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,044439867";"-0,055188978";"0,046077656";"0,032785285";"0,108489495";"0,040785989";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"S";"S";"R";"R";"R";"R";"R";"R";"SR";"SR";"SR";"SR";"SR";"SR";"0";"0";"0";"0";"0";"0";"0";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"1,000";"15,000";"15,000";"15,000";"15,000";"1";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,001";NA;"connected"
"Co-functional (EcoCyc/GO-BP)";"Aztreonam-Cephalexin";"Aztreonam";"Cephalexin";"FALSE";"11";"0,001";"Additivity";NA;NA;"ATM";"LEX";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,044439867";"-0,055188978";"0,046077656";"0,032785285";"0,108489495";"0,040785989";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"S";"S";"R";"R";"R";"R";"R";"R";"SR";"SR";"SR";"SR";"SR";"SR";"0";"0";"0";"0";"0";"0";"0";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"10,000";"10,000";"10,000";"10,000";"16,00";"16,00";"0,84";"0,88";"0,86";"0,87";"0,90";"0,90";"1,067";"43,667";"45,000";"62,667";"53,833";"1";"11165,367";"28714,373";"19939,870";"0,019";"0,031";"0,025";"0,001";NA;"connected"
"Small/medium-scale PPI";"Aztreonam-Ciprofloxacin";"Aztreonam";"Ciprofloxacin";"TRUE";"1";"0,004";"Additivity";"1";"0,003";"ATM";"CIP";"0";"beta-lactam";"quinolones";"beta-lactam-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,101093768";"0,136559107";"0,077878085";"0,072436371";"0,055305973";"0,108441266";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"SS";"SS";"SS";"SS";"SS";"SS";"-1";"-1";"-1";"-1";"-1";"-1";"-6";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,010";"0,010";"0,015";"0,015";"1,25";"0,08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"5,500";"2,100";"2,800";"8,300";"5,550";"0";"268,407";"3002,687";"1635,547";"0,027";"0,062";"0,045";"0,004";"0,003";"connected"
"Co-functional (EcoCyc/GO-BP)";"Aztreonam-Ciprofloxacin";"Aztreonam";"Ciprofloxacin";"TRUE";"1";"0,004";"Additivity";"1";"0,003";"ATM";"CIP";"0";"beta-lactam";"quinolones";"beta-lactam-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,101093768";"0,136559107";"0,077878085";"0,072436371";"0,055305973";"0,108441266";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"SS";"SS";"SS";"SS";"SS";"SS";"-1";"-1";"-1";"-1";"-1";"-1";"-6";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,010";"0,010";"0,015";"0,015";"1,25";"0,08";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"1,500";"20,000";"20,000";"53,833";"36,917";"1";"1165,260";"19939,870";"10552,565";"0,010";"0,025";"0,018";"0,004";"0,003";"connected"
"Small/medium-scale PPI";"Aztreonam-Clindamycin";"Aztreonam";"Clindamycin";"TRUE";"1";"0,004";"Additivity-Antagonism";"1";"0,003";"ATM";"CLI";"0";"beta-lactam";"other protein synthesis inhibitor";"beta-lactam-other protein synthesis inhibitor";"0";"cell wall";"protein synthesis inhibitor";"cell wall-protein synthesis inhibitor";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,092358931";"0,127239420";"0,031006865";"0,031290360";"0,037227431";"-0,049134199";"Additivity";"Antagonism";"Additivity";"Additivity";"Additivity";"Additivity";"0";"1";"0";"0";"0";"0";"1";"S";"S";"S";"S";"S";"S";"R";"R";"S";"S";"R";"R";"SR";"SR";"SS";"SS";"SR";"SR";"0";"0";"-1";"-1";"0";"0";"-2";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2,000";"2,000";"2,000";"2,000";"2,00";"2,00";"0,78";"0,76";"0,60";"0,64";"0,87";"0,90";"4,400";"1,600";"1,600";"5,000";"3,300";"0";"220,938";"684,106";"452,522";"0,044";"0,180";"0,112";"0,004";"0,003";"connected"
"Small/medium-scale PPI";"Aztreonam-Doxycycline";"Aztreonam";"Doxycycline";"TRUE";"1";"0,004";"Additivity-Antagonism";"1";"0,003";"ATM";"DOX";"0";"beta-lactam";"tetracycline";"beta-lactam-tetracycline";"0";"cell wall";"protein synthesis inhibitor";"cell wall-protein synthesis inhibitor";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,226435793";"0,146331869";"0,065060211";"0,217643817";"-0,066778415";"-0,119241400";"Additivity";"Additivity";"Additivity";"Antagonism";"Additivity";"Additivity";"0";"0";"0";"1";"0";"0";"1";"S";"S";"S";"S";"S";"S";"S";"S";"S";"S";"R";"S";"SS";"SS";"SS";"SS";"SR";"SS";"-1";"-1";"-1";"-1";"0";"-1";"-5";"0,050";"0,050";"0,050";"0,050";"3,00";"5,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,500";"0,500";"1,000";"1,000";"4,00";"4,00";"0,42";"0,00";"0,55";"0,40";"0,85";"0,50";"4,000";"1,300";"1,600";"5,000";"3,300";"0";"237,882";"750,807";"494,345";"0,044";"0,130";"0,087";"0,004";"0,003";"connected"
