"N1","N2"
"P00887","P0A6F5"
"P76524","P0A6F5"
"P07913","P0A6F5"
"P75995","P0A6F5"
"P19323","P0A6F5"
"P0CE47","P0A6F5"
"P0A6Y8","P0A6F5"
"P37640","P0A6F5"
"P0A812","P0A6F5"
"P0A6G7","P0A6F5"
"P0A9R7","P0A6F5"
"P45527","P0A6F5"
"P63386","P0A6F5"
"P0A991","P0A6F5"
"P0A7H0","P0A6F5"
"P30745","P0A6F5"
"P33940","P0A6F5"
"P0A717","P0A6F5"
"P77329","P0A6F5"
"P0CE48","P0A6F5"
"P13035","P0A6F5"
"P0AAH0","P0A6F5"
"P0A9X4","P0A6F5"
"P08622","P0A6F5"
"P0A9B2","P0A6F5"
"P60723","P0A6F5"
"P0A7D1","P0A6F5"
"P0AFH0","P0A6F5"
"P28638","P0A6F5"
"P0A6T1","P0A6F5"
"P0ABF1","P0A6F5"
"P0A7K2","P0A6F5"
"P0A7E1","P0A6F5"
"P15038","P0A6F5"
"P0AEM9","P0A6F5"
"P0AC28","P0A6F5"
"P0ACA3","P0A6F5"
"P02359","P0A6F5"
"P77509","P0A6F5"
"P0A7V0","P0A6F5"
"P62623","P0A6F5"
"P0A7E9","P0A6F5"
"P25539","P0A6F5"
"P50465","P0A6F5"
"P75990","P0A6F5"
"P76010","P0A6F5"
"P75726","P0A6F5"
"P0AC81","P0A6F5"
"P52126","P0A6F5"
"P0AC41","P0A6F5"
"P0A6Z3","P0A6F5"
"P0AG48","P0A6F5"
"P0AC53","P0A6F5"
"P0A9I5","P0A6F5"
"P60438","P0A6F5"
"P76594","P0A6F5"
"P0A7R5","P0A6F5"
"P37745","P0A6F5"
"P0AEY3","P0A6F5"
"P0A8S1","P0A6F5"
"P33593","P0A6F5"
"P0A8Y5","P0A6F5"
"P68739","P0A6F5"
"P0A7M2","P0A6F5"
"P0A9X1","P0A6F5"
"P77475","P0A6F5"
"P52043","P0A6F5"
"P67910","P0A6F5"
"P0AFG8","P0A6F5"
"P77279","P0A6F5"
"P0A894","P0A6F5"
"P37195","P0A6F5"
"P0AG59","P0A6F5"
"P77395","P0A6F5"
"P04825","P0A6F5"
"P76213","P0A6F5"
"P0A9M0","P0A6F5"
"P0AC53","P13035"
"P0A6J5","P13035"
"P22523","P13035"
"P08622","P13035"
"Q46820","P13035"
"P0AF20","P13035"
"P0ACV4","P13035"
"P39177","P13035"
"P0A6Y8","P13035"
"P0ABF1","P13035"
"P27249","P13035"
"P16432","P13035"
"P09546","P13035"
"P0A9X4","P13035"
"P50456","P13035"
"P0AEE8","P13035"
"P0AAN9","P13035"
"P0A705","P13035"
"P0AEB2","P13035"
"P00722","P13035"
"G0ZKW2","P13035"
"P0A7S9","P13035"
"P35340","P13035"
"P0ADY1","P13035"
"P0A9H9","P13035"
"P06974","P13035"
"P0AE18","P77791"
"P36645","P77791"
"P37903","P11875"
"P0A8A0","P11875"
"P09158","P11875"
"P36649","P11875"
"P10408","P0C8J8"
"P0A6Y8","P0C8J8"
"P30750","P0C8J8"
"P23836","P0C8J8"
"P0A7V0","P0C8J8"
"P76049","P0C8J8"
"P23256","P0C8J8"
"P76228","P0C8J8"
"P0AF12","P0C8J8"
"P69503","P0C8J8"
"P05804","P0C8J8"
"P10805","P13039"
"P0AFH0","P25397"
"P0AG14","P25397"
"P25524","P25397"
"P75919","P25397"
"P35340","P07604"
"P31133","P12758"
"P0A9F9","P12758"
"P77147","P12758"
"P76484","Q46864"
"P06136","Q46864"
"P39163","Q46864"
"P09348","Q46864"
"Q46893","Q46864"
"P0A6J1","Q46864"
"P0A9A9","Q46864"
"P0AC81","Q46864"
"P30750","P05791"
"P77257","P0A8B2"
"P46888","P0A8B2"
"P32057","P0A8B2"
"P17410","P77396"
"P77147","P77396"
"P10441","P77396"
"P26616","P76501"
"P0A9S1","P0A6K3"
"P0AE08","P0A6K3"
"P75728","P0A6K3"
"Q46953","P0A6K3"
"P08390","P0A6K3"
"P0A968","P0A6K3"
"P0A6A3","P0A6K3"
"P18843","P0A6K3"
"P0AFI5","P0A6P5"
"P77439","P0A6P5"
"P76503","P0A6P5"
"P15288","P0A6P5"
"P54746","P0A6P5"
"P37052","P0A6P5"
"P77304","P0A6P5"
"P76394","P0A6P5"
"P77656","P0A6P5"
"P0A867","P0A796"
"P0A6G3","P0A796"
"P32157","P0A796"
"P12281","P0A796"
"P37440","P0A796"
"P21362","P0A796"
"P0A6E4","P0A796"
"P33013","P0A796"
"P27242","P0A796"
"P76190","P0A796"
"P69797","P0A796"
"P75966","P0A6E9"
"P19624","P0A6E9"
"P31062","P0A6E9"
"P0AD17","P37313"
"P76938","P37313"
"P77748","P37313"
"P76268","P37313"
"P65643","P37313"
"P17410","P09378"
"P00579","P09378"
"P76055","P09378"
"P32177","P09378"
"P0AD96","P09378"
"P0ACV0","P09378"
"P39177","P0A8F4"
"P15288","P0A8F4"
"P0AFP6","P0A8F4"
"P31549","P37909"
"P0A8N3","P0A8N5"
"P68066","P0A8N5"
"P0ABT2","P0A8N5"
"P09373","P0A8N5"
"P0ABU7","P0A8N5"
"P0A6P9","P0A8N5"
"P0A988","P0A8N5"
"P32177","P0A8N5"
"P0A853","P0A8N5"
"P0A9Q7","P0A8N5"
"P63284","P0A8N5"
"P0A9B2","P0A8N5"
"P0A8G6","P0A8N5"
"P36979","P0A8N5"
"P0A6M8","P0A8N5"
"P0AC07","P0A8N5"
"P0A8T7","P0A8N5"
"P33599","P0A8N5"
"P0A8L1","P0A8N5"
"P37751","P0A8N5"
"P0A858","P0A8N5"
"P0AD33","P0A8N5"
"P02918","P0A8N5"
"P69910","P0A8N5"
"P06996","P0A8N5"
"P67910","P0A8N5"
"P0A799","P0A8N5"
"P68919","P0A8N5"
"P76185","P0A8N5"
"P77733","P0A8N5"
"P37662","P0A8N5"
"P0ABK5","P0A8N5"
"P0AFB1","P0A8N5"
"P0ACA3","P0A8N5"
"P75906","P0A8N5"
"P33346","P0A8N5"
"P76114","P0A8N5"
"P11349","P19319"
"P19317","P19319"
"P00722","P19319"
"G0ZKW2","P19319"
"P04825","P19319"
"P09152","P19319"
"Q57083","P19319"
"P0A9U1","P19319"
"P19318","P19319"
"P22523","P19319"
"P0A7V0","P19319"
"P0A9M0","P19319"
"P0A910","P0ADA3"
"P0A8M6","P0ADA3"
"P0A6A8","P0ADA3"
"P0A9Y6","P0ADA3"
"P0ACF8","P0ADA3"
"P68066","P0ADA3"
"P0A7T3","P0ADA3"
"P0A7U7","P0ADA3"
"P0ABH0","P08373"
"P0A9R7","P08373"
"P0AFQ2","P08373"
"P52600","P08373"
"P42593","P08373"
"P17952","P08373"
"P07862","P08373"
"P0AEL6","P08373"
"P77564","P08373"
"P0ABD3","P08373"
"P0A717","P15032"
"P0AE18","P15032"
"P77625","P0A9M8"
"P0A9I5","P0A9M8"
"P30015","P0A9M8"
"P0A759","P0A9M8"
"P09546","P0A9M8"
"P36662","P0A9M8"
"P08622","P0A9M8"
"P0AC81","P0A9M8"
"P39206","P0A9M8"
"P31827","P0A9M8"
"P09373","P0A9M8"
"P25522","P0A6U3"
"P0A9T4","P0A6U3"
"P27111","P0AE78"
"P31658","P37440"
"P31663","P65556"
"P77546","P65556"
"P61714","P0AER3"
"P52007","P0AE67"
"P22256","P39367"
"P60785","P39367"
"P0A6F9","P39367"
"P37689","P39367"
"P16682","P39367"
"P33920","P39367"
"P0A988","P39367"
"P21499","P39367"
"P04036","P29012"
"P27431","P29012"
"P45568","P60472"
"P0A6E6","P0ABA6"
"P37640","P0ABA6"
"P0A7Y4","P0ABA6"
"P0ACV4","P0ABA6"
"P21893","P0ABA6"
"P76086","P0ABA6"
"P0A9X9","P0ABA6"
"P0ABB4","P0ABA6"
"P0ACE7","P0ABA6"
"P0A8A4","P33643"
"P0A8Z3","P33643"
"P75838","P33643"
"P76422","P33643"
"P50456","P33643"
"P75931","P76215"
"P0A8E5","P77338"
"P10408","P77338"
"P39177","P75838"
"P0A8Z3","P75838"
"P0AEU7","P37642"
"P0A6A8","P37642"
"P0A850","P37642"
"P0ABT2","P37642"
"P0A6P9","P37642"
"P32057","P37642"
"P68066","P37642"
"P0ACF4","P37642"
"P0ADZ0","P37642"
"P0A9I5","P69741"
"P77390","P69741"
"P0AAN1","P69741"
"P52062","P69741"
"P0AGJ9","P69741"
"P0AD61","P69741"
"P31554","P69741"
"P37631","P0AAB4"
"P07023","P0AAB4"
"P0AEC5","P0AAB4"
"P0A6B7","P32177"
"P0AE18","P32177"
"P0C058","P32177"
"P08622","P32177"
"P0C8J8","P32177"
"P0A9H5","P32177"
"P0AF26","P32177"
"P0AG59","P32177"
"P76055","P32177"
"P0AFT2","P32177"
"P0A6L2","P32177"
"P0AC16","P32177"
"P0A972","P32177"
"P61320","P32177"
"P77766","P32177"
"P76459","P32177"
"P76573","P32177"
"P06961","P32177"
"P04993","P08394"
"P00968","P08394"
"P27249","P08394"
"P77181","P08394"
"P21179","P08394"
"P39177","P0A8J4"
"P0A6H1","P0A8J4"
"P0A6F1","P00968"
"P28631","P0A873"
"P28630","P0A873"
"P03007","P0A873"
"P06710","P0A873"
"P23481","P0A873"
"P40710","P0A873"
"P10443","P0A873"
"P32057","P0AF96"
"P36683","P0A940"
"P10408","P12996"
"P0ACD8","P19930"
"P69739","P19930"
"P00956","P19930"
"P21513","P0AD05"
"P0AER3","P0A8Y3"
"P0ACV0","P0A8Y3"
"P0AES4","P0A8Y3"
"P61175","P0A8Y3"
"P77616","P0A8Y3"
"P62399","P0A8Y3"
"P76210","P0A8Y3"
"P02359","P0A8Y3"
"P0A8I3","P0A8Y3"
"P63228","P0A8Y3"
"P0A6B7","P0A890"
"P00722","P0A890"
"G0ZKW2","P0A890"
"P76128","P0A890"
"P0AEU7","P0A890"
"P0A9B2","P0A890"
"P22188","P75693"
"P77433","P75693"
"P0A7Y4","P75693"
"P09030","P0ABT5"
"P05050","P0ABT5"
"P77598","P0ABT5"
"P0A9U3","P0ABT5"
"P0ACR2","P0ABT5"
"P33371","P24230"
"P77174","P24230"
"P15032","P24230"
"P0A799","P24230"
"P64610","P37627"
"P22188","P37627"
"P0A6Z3","P0A8M3"
"P0AG67","P0A8M3"
"P50456","P0A8M3"
"P0ACJ0","P0A8M3"
"P0A8Z0","P0A8M3"
"P76001","P77237"
"P21513","P0A8J8"
"P0A6P9","P0A8J8"
"P05055","P0A8J8"
"P0A7V8","P0A8J8"
"P0AAS7","P0A8J8"
"P0A7S9","P0A8J8"
"P0AEB2","P0A8J8"
"P0AG48","P0A8J8"
"P0A7V3","P0A8J8"
"P21507","P0A8J8"
"P0AA10","P0A8J8"
"P37765","P0A8J8"
"P0A7W1","P0A8J8"
"P0A7U7","P0A8J8"
"P61175","P0A8J8"
"P0A7K6","P0A8J8"
"P0A7U3","P0A8J8"
"P0A8W8","P0A8J8"
"P69913","P0A8J8"
"P60624","P0A8J8"
"P0AAN9","P0A8J8"
"P0A7T3","P0A8J8"
"P0AG24","P0A8J8"
"P0A9H9","P0A8J8"
"P0AF20","P0A8J8"
"P67826","P0A8J8"
"P41409","P30847"
"P75824","P30847"
"P76077","P30847"
"P36928","P30847"
"P77213","P0A700"
"P11349","P0A700"
"P0A7L3","P0A700"
"Q47702","P0ADT2"
"P38506","P0ADT2"
"P08622","P0AG14"
"P0ABU2","P0AG14"
"P0A7U7","P0AG14"
"P76015","P0AG14"
"P0A8D3","P77390"
"P0A6G5","P77390"
"P0AG76","P0AGG0"
"P0AAZ4","P36566"
"P76418","P76419"
"P52096","P76419"
"P0AAZ4","P76419"
"P75973","P76419"
"P77333","P76419"
"P05637","P0AB14"
"P0ABJ3","P0AB14"
"P0AF01","P0AB14"
"P60240","P0AB14"
"P23917","P0A7F9"
"P31552","P0A7F9"
"P71296","P0A7F9"
"P77044","P23886"
"P0AA53","P23886"
"P0AF20","P15977"
"P0ACF4","P15977"
"P60716","P15977"
"P0AEZ3","P15977"
"P64506","P15977"
"P0ACF8","P15977"
"P39831","P15977"
"P0A7G2","P15977"
"P64479","P64499"
"P77539","P64499"
"P04805","P00957"
"P63284","P00957"
"P0AES4","P00957"
"P27249","P00957"
"P06612","P00957"
"P52645","P00957"
"P37765","P00957"
"P00722","P00957"
"G0ZKW2","P00957"
"P19319","P00957"
"P76343","P00957"
"P45508","P00957"
"P24177","P00957"
"P0AFG8","P00957"
"P15288","P04805"
"P77536","P04805"
"P77221","P04805"
"P12994","P04805"
"P0AF16","P04805"
"P00946","P04805"
"P39177","P76192"
"P0A9U1","P76192"
"P07862","P0AFQ2"
"P77249","P0AFQ2"
"P0AFG8","P0AC33"
"P0AD65","P0AC33"
"P77318","P0AC33"
"P0A953","P0AD53"
"P0AG74","P0AD53"
"P0A836","P0AD53"
"P29745","P0AD53"
"P69808","P0AD53"
"P00893","P00894"
"P25539","P61714"
"P0AFW8","P61714"
"P0A7V8","P0A9K9"
"P60723","P0A9K9"
"P60422","P0A9K9"
"P0A7X3","P0A9K9"
"P0A7V0","P0A9K9"
"P0AG44","P0A9K9"
"P0A7V3","P0A9K9"
"P62399","P0A9K9"
"P0A7W1","P0A9K9"
"P67660","P0A9K9"
"P0AG55","P0A9K9"
"P61517","P0A9K9"
"P75811","P0A9K9"
"P0AAN3","P0A9K9"
"P77616","P0A9K9"
"P00722","P0A9K9"
"G0ZKW2","P0A9K9"
"P02359","P0A9K9"
"P0CE47","P0A9K9"
"P0A7R5","P0A9K9"
"P0AAM3","P0A9K9"
"P40876","P0A9K9"
"P0ACF4","P0A9K9"
"P0AFD1","P0A9K9"
"P0A7J0","P0A9K9"
"P68066","P0A9K9"
"P0AA10","P0A9K9"
"P0ABT2","P0A9K9"
"P76440","P0A9K9"
"P0AEI4","P0A9K9"
"P61320","P0A9K9"
"P0AFP6","P0A9K9"
"P23917","P0A9K9"
"P0ABZ4","P0A9K9"
"P0AD03","P0A9K9"
"P0A9W9","P0A9K9"
"P05637","P0A9K9"
"P0A996","P0A9K9"
"P76491","P0A9K9"
"P0A6G3","P0A9K9"
"P64588","P0A9K9"
"P50465","P0A9K9"
"P0A9M2","P0A9K9"
"P0AD70","P0A9K9"
"P69739","P0A9K9"
"P0AC81","P0A9K9"
"P76502","P0A9K9"
"P77781","P0A9K9"
"P76268","P0A9K9"
"P11880","P0A9K9"
"P0AAM7","P0A9K9"
"P0A8E5","P0A9K9"
"P0A6Y8","P0A9K9"
"P0AGJ5","P0A9K9"
"P60438","P0A9K9"
"P33342","P0A9K9"
"P0AEU7","P0A9K9"
"P0AG48","P0A9K9"
"P03018","P25665"
"P0C8J8","P25665"
"P0A9B2","P25665"
"P0A836","P25665"
"P0A7Q6","P25665"
"P75616","P25665"
"P18392","P25665"
"P0A805","P0AC81"
"P06710","P0AC81"
"P10443","P0AC81"
"P0AA97","P0AC81"
"P0A7M6","P0AG80"
"P06710","P0AG80"
"P02918","P0AG80"
"P0A6Z3","P0AG80"
"P0A759","P0AG80"
"P0A7T3","P0AG80"
"P00959","P0AG80"
"P0AFP6","P0AG80"
"P0A6Z1","P0AG80"
"P0ABS8","P0AG80"
"P29217","P0AG80"
"P76097","P0AG80"
"P76256","P0AG80"
"P0AFG8","P36683"
"P04036","P36683"
"P0A850","P0A7D7"
"P31663","P0A7D7"
"P0ACZ4","P0A7D7"
"P60560","P0A7D7"
"P30015","P0A7D7"
"P30125","Q47147"
"P00634","P52613"
"P75779","P52613"
"P0AE30","P52613"
"P77569","P52613"
"P39451","P52613"
"P67910","P0A6I6"
"P07813","P0A6I6"
"P0A8Z0","P0A6I6"
"P69795","P0A6I6"
"P52006","P0A6I6"
"P22188","P0A6I6"
"P0ABG4","P00634"
"P77569","P00634"
"P60716","P0AFL9"
"P77489","P0AFL9"
"P36938","P0AFL9"
"P0A8E1","P0A894"
"P0A6A8","P0A894"
"P0A9Y6","P0A894"
"P0ACE7","P0A894"
"P76241","P0A894"
"P0AEW6","P0A853"
"P0ABU7","P0A853"
"P31133","P0A853"
"P0A759","P0A853"
"P21507","P0A853"
"P0A9U1","P0A853"
"P60560","P0A853"
"P60472","P0A853"
"Q47537","P0A853"
"P75801","P0A853"
"P77366","P0A853"
"P31130","P0A853"
"P0A8V0","P0A853"
"Q46824","P0A853"
"Q46865","P0A853"
"P0A6Z3","P03960"
"P0ABJ1","P03960"
"P0AGG2","P03960"
"P23871","P03960"
"P0AD61","P0ACQ0"
"P46889","P0ACQ0"
"P05042","P0ACQ0"
"P0AGJ9","P0ACQ0"
"P69741","P0ACQ0"
"P0AD61","A0A4D6FVT4"
"P46889","A0A4D6FVT4"
"P05042","A0A4D6FVT4"
"P0AGJ9","A0A4D6FVT4"
"P69741","A0A4D6FVT4"
"P0A9P0","P37024"
"P77748","P65643"
"P19925","P0ACJ8"
"P0A9F6","P0ACJ8"
"P0A8E5","P0ACJ8"
"P76004","P0ACJ8"
"P0A9G4","P0ACJ8"
"P0AFG8","P24205"
"P75960","P24205"
"P0ACY3","P24205"
"P0ACV0","P24205"
"P00722","P54746"
"G0ZKW2","P54746"
"P21517","P0AE63"
"P75616","P0AE63"
"P41039","P0AE63"
"P0AFW8","P0AE63"
"P0A8C4","P0A8S1"
"P0AC28","P0A8S1"
"P0A7Z0","P0A8S1"
"P52106","P0A8S1"
"P18843","P0ABL5"
"P25524","P0ABL5"
"P77188","P0ABL5"
"P31808","P0ABL5"
"P76346","P64588"
"P0A8E5","P64588"
"P31828","P64588"
"P0AAS7","P64588"
"P27238","P64588"
"P0AGJ5","P64588"
"P10408","P64588"
"P0AG67","P64588"
"P0A7U7","P64588"
"P0A7K6","P64588"
"Q47679","P64588"
"P18196","P67699"
"P0ACU0","P30131"
"P46888","P30131"
"P0A9B2","P30131"
"P06989","P30131"
"P52143","P30131"
"P0AAV0","P30131"
"P0ACY9","P30131"
"P77791","P0A8I8"
"P0AA95","P0A978"
"P77188","P0A978"
"P0AFP4","P0A978"
"P41039","P0A978"
"P0A8E5","P09158"
"P75960","P15042"
"P0A717","P15042"
"P15032","P15042"
"P08622","P15042"
"P00956","P15042"
"P33129","P15042"
"P06612","P15042"
"P07813","P15042"
"P22333","P15042"
"P77212","P15042"
"P77554","P15042"
"P15877","P15042"
"P31665","P15042"
"P76347","P76578"
"P0A8D0","P76578"
"P0ACJ0","P76578"
"P37757","P76578"
"P24216","P76578"
"P12008","P76578"
"P75692","P0AAU7"
"P23872","P0A6I0"
"P61316","P0A9X1"
"P0A908","P0A9X1"
"Q46864","P37689"
"P76419","P37689"
"P37626","P37689"
"P26646","P37689"
"P64503","P0A6R3"
"P0ACF8","P0A6R3"
"P0ACF4","P0A6R3"
"P30864","P0A6R3"
"P76268","P0A6R3"
"P51025","P0A840"
"P0A8P1","P0A840"
"P76214","P0A840"
"P0A8A2","P0A840"
"P23830","P0A840"
"P0A7Y0","P0A840"
"P22523","P0A8P8"
"P0A6A8","P0A8P8"
"P0AE06","P64602"
"P0A8A4","P64602"
"P33368","P64602"
"P75967","P64602"
"P77433","P75882"
"P0AEN4","P0AG74"
"P17315","P0ABB0"
"P0AB49","P0ABB0"
"P28912","P0ABB0"
"P0ABB4","P0ABB0"
"P14294","P0ABB0"
"P07604","P0ABB0"
"P0A6E6","P0ABB0"
"P0ABA6","P0ABB0"
"P0ABU7","P0ABB0"
"P0ACV4","P0ABB0"
"P67660","P0ABB0"
"P06612","P0ABB0"
"P20083","P0ABB0"
"P0A7Y4","P0ABB0"
"P10905","P0ABB0"
"P37751","P0ABB0"
"P13035","P0ABB0"
"P37325","P0ABB0"
"P0AF24","P0ABB0"
"P0A982","P0ABB0"
"P75893","P0ABB0"
"P0AAJ1","P0ABB0"
"P0A8X4","P0A905"
"P0AEI4","P0A905"
"P0AC41","P0A905"
"P00956","P0AEM0"
"P30748","P30749"
"P0ACN4","P30749"
"P0AF18","P30749"
"P62623","P0A7D1"
"P24241","Q46808"
"P0A9H5","P0AC16"
"P0AFT2","P0AC16"
"P77766","P0AC16"
"P76573","P0AC16"
"P06961","P0AC16"
"P25539","P0AC16"
"P09158","P28638"
"P77746","P28638"
"P76010","P28638"
"P75967","P28638"
"P30864","P10907"
"P0A959","P10907"
"P0A988","P0AGE6"
"P77247","P0AGE6"
"P42604","P0AGE6"
"P10378","P0ADI4"
"P0A7V0","P0ADI4"
"P04951","P0ACU2"
"P43533","P29744"
"P33235","P29744"
"P29744","P0AED5"
"P0AEL8","P0AED5"
"P77319","P0AED5"
"P41409","P27303"
"P76077","P27303"
"P77808","P27303"
"P0ACB2","P27303"
"P0AFI7","P27303"
"P30847","P27303"
"P37338","P27303"
"P77398","P27303"
"P37188","P69828"
"P39177","P69828"
"P36683","P69828"
"P29012","P69828"
"P0ABH9","P69828"
"P0A7E9","P69828"
"P0A836","P0AGE9"
"P09151","P0AGE9"
"P0AC41","P0AGE9"
"P0AES4","P0AES6"
"P0A8H8","P0AES6"
"P0A9M0","P0AES6"
"P0A817","P0AES6"
"P0A832","P0AES6"
"P76104","P0AES6"
"P09831","P0AES6"
"P23836","P0AES6"
"P04805","P0AES6"
"P10408","P0AES6"
"P20083","P0AES6"
"P0A8M6","P0AES6"
"P30750","P0AES6"
"P0A705","P0AES6"
"P0A9P6","P0AES6"
"P0AFP6","P0AES6"
"P36979","P0AES6"
"P30745","P0AES6"
"P0ABH9","P0AES6"
"P0AG55","P0AES6"
"P07862","P0AES6"
"P0ADI4","P0AES6"
"P77319","P0AES6"
"P12994","P0AES6"
"P30748","P0AES6"
"P77564","P0AES6"
"P76344","P0AES6"
"P76552","P0AES6"
"P0A828","P0AES6"
"P37617","P0AES6"
"P0A759","P0A836"
"P09151","P0A836"
"P51024","P0A836"
"P04335","P0A836"
"P0AEI1","P0A836"
"P0AE08","P0A836"
"P0AG74","P0A836"
"P08622","P0A836"
"P0A9R7","P0ADX9"
"P0A915","P0ADX9"
"P75959","P0ADI0"
"P08245","P0ADI0"
"P13039","P35340"
"P37028","P35340"
"P31224","P35340"
"P00722","P35340"
"G0ZKW2","P35340"
"P36683","P35340"
"P27249","P35340"
"P36881","P77234"
"P0AAT9","P77234"
"P15033","P46888"
"P71301","P46888"
"P0A9D8","P77609"
"P0A7E9","P77609"
"P0A912","P77609"
"P22939","P77609"
"P69222","P77609"
"P17952","P77609"
"P0A8N0","P77609"
"P76423","P0A6T1"
"P37627","P0A6T1"
"P30137","P0A6T1"
"P28630","P75830"
"P36881","P0AAT9"
"P0A715","P00582"
"P0A817","P00582"
"P0A7Z4","P00582"
"P0ACF4","P00582"
"P00490","P00582"
"P0A6R3","P00582"
"P76550","P00582"
"P76268","P00582"
"P43329","P00582"
"P0ACF8","P00582"
"P0ADM6","P00582"
"P0A9G4","P00582"
"P0A6Y1","P0A6X7"
"P0A8F8","P0A6X7"
"P0ACF4","P0A6X7"
"P36767","P0A6X7"
"P37765","P0A6X7"
"P0AAS7","P0A6X7"
"P77400","P0A6X7"
"P0AFP4","P0A6X7"
"P37903","P0A6X7"
"P08506","P0A6X7"
"P0AFS3","P0A6X7"
"P0AFG6","P04152"
"P0AFY8","P04152"
"P0AGD7","P0C0R7"
"P0A9M0","P0C0R7"
"P0ABH9","P0C0R7"
"P0A7I7","P0C0R7"
"P76513","P0C0R7"
"P0A7F6","P0C0R7"
"P33602","P31979"
"P0A8F8","P31979"
"P23256","P31979"
"P05804","P31979"
"P00393","P00350"
"P0AEI4","P00350"
"P37902","P00350"
"P75914","P00350"
"P0ABQ4","P16659"
"P77300","P06611"
"P41409","P06611"
"P50457","P06611"
"P76077","P06611"
"P76027","P33916"
"P10443","P33916"
"P14294","P33916"
"P30125","P0A6D0"
"P31991","P0A6D0"
"P77334","P0A6D0"
"P00509","P0A6D0"
"P16700","P0A6D0"
"P25539","P0A6D0"
"P77698","P28916"
"P36683","P25526"
"P24186","P25526"
"P25553","P25526"
"P62768","P25526"
"P77775","P25526"
"P29012","P25526"
"P0A940","P25526"
"P09551","P25526"
"P00350","P25526"
"P0AFS3","P25526"
"P60566","P0A9U1"
"P0AAT9","P0A9U1"
"P75767","P0A9U1"
"P0AC41","P0A9U1"
"P39177","P37188"
"P0A805","P37188"
"P08622","P37188"
"P22333","P37188"
"P0A7E9","P37188"
"P05637","P0ABW5"
"P07862","P0ABW5"
"P50456","P77475"
"P36683","P25553"
"P24186","P25553"
"P0A9A9","P25553"
"P43672","P25553"
"P0A940","P25553"
"P0A8N3","P11868"
"P37747","P11868"
"P75817","P11868"
"P23869","P11868"
"P0A9A6","P45579"
"P0AEW6","P75767"
"P00956","P75767"
"P33129","P75767"
"P0A8G9","P0A8Z0"
"P0A898","P0A8Z0"
"P0AB06","P0A8Z0"
"P0AFA5","P77552"
"P43672","P77552"
"P22333","P0DMC9"
"P0A9H9","P0DMC9"
"P38393","P76387"
"P77307","P76387"
"P31680","P76387"
"P0AE14","P33371"
"P0ABE9","P33371"
"P05042","P33371"
"P10378","P33371"
"P0A6D5","P33371"
"P0ADC3","P33371"
"P77804","P33371"
"P0ABX2","P00944"
"P69908","P00944"
"P17410","P09377"
"P77396","P09377"
"P0A9E0","P09377"
"P0ADS6","P09377"
"P0A8N3","P09377"
"P0AAP5","P09377"
"P75817","P09377"
"P66948","P09377"
"P25894","P09377"
"P21170","P09377"
"P30871","P09377"
"P0C0K3","P09377"
"P0A7V0","P09377"
"P0A855","P02925"
"P00956","P02925"
"P33129","P02925"
"P06612","P02925"
"P07813","P02925"
"P0ACC1","P02925"
"P16432","P0AA25"
"P60566","P0AA25"
"P0A988","P0AA25"
"P37177","P0AA25"
"P76270","P0AA25"
"P0AEZ3","P0AA25"
"P0A6H1","P0AA25"
"P31666","P05827"
"P0A9I1","P05827"
"P31665","P05827"
"P75693","P07363"
"P76104","P07363"
"P0A6Y8","P07363"
"P77433","P07363"
"P76256","P05852"
"P09373","P05852"
"P0A817","P05852"
"P07012","P05852"
"P69811","P05852"
"P0AAM7","P05852"
"P0A9H5","P06965"
"P33128","P0A8B5"
"P0A9T6","P0A7E1"
"P0A8L7","P0AD03"
"P0C0L2","P0AD03"
"P77454","P0AD03"
"P38684","P0AD03"
"P0A850","P0AD03"
"P51024","P0AEM9"
"P75767","P0AEM9"
"P77339","P0AEM9"
"P22939","P0AEM9"
"P77223","P0AEM9"
"P76219","P0AEM9"
"P24205","P0AEM9"
"P0A763","P0AC28"
"P0ACD4","P0AC28"
"P0A9C3","P0AC28"
"P43671","P0AC28"
"P75782","P0AC28"
"P76440","P0AC28"
"P54745","P0ACA3"
"P77400","P0ACA3"
"P0AAD4","P0ACA3"
"P0A8L1","P0ACA3"
"P60906","P0A9G6"
"P0A890","P0A9G6"
"P33937","P0A9G6"
"P0A9C5","P0A9G6"
"P06616","P0AEY3"
"P0AEH5","P0AEY3"
"P77580","P0AEY3"
"P76231","P0AEY3"
"P0AB65","P0AEY3"
"P76256","P0AF67"
"P31806","P0AF67"
"P0ADQ2","P0AF67"
"P0A6F5","P0AF67"
"P25665","P0AF67"
"P0A9B2","P0AF67"
"P76084","P0AF67"
"P39283","P0AF67"
"P0A890","P0AF67"
"P69910","P0AF67"
"P0AG67","P0AF67"
"P09373","P0AF67"
"P0A6F9","P0AF67"
"P0A7K2","P0AF67"
"P76078","P0AF67"
"P0AEM0","P0AFD6"
"P0ACE7","P0AFD6"
"P0AB46","P0AFD6"
"P0A722","P0A7J0"
"P0AFI0","P0A7J0"
"P39830","P0A7J0"
"P0AEM0","P0AAN1"
"P19624","P0AAN1"
"P38134","P0AAN1"
"P75745","P16703"
"P0AAI1","P16703"
"P77737","P16703"
"P77202","P16703"
"P0AD30","P16703"
"P78271","P16703"
"P33368","P16703"
"P18392","P03030"
"Q47702","P77509"
"P0AFP9","P15254"
"P03014","P15254"
"P52614","P15254"
"P30011","P15254"
"P0ABH9","P15254"
"P33602","P15254"
"P0ACF8","P15254"
